filedFor,cik,ticker,no_shares,value,industry
2006-03-31,320335,GL,2823879,161243000,Financial Services
2006-03-31,354950,HD,4181000,176856000,Consumer Cyclical
2006-03-31,36270,MTB,6708760,765737000,Financial Services
2006-03-31,39899,TGNA,3447600,206580000,Communication Services
2006-03-31,39911,GAP,10000000,186800000,Consumer Cyclical
2006-03-31,40545,GE,7777900,270515000,Industrials
2006-03-31,4962,AXP,10000000,468200000,Financial Services
2006-03-31,60667,LOW,390000,25132000,Consumer Cyclical
2006-03-31,745448,LXKEUR,2521100,114408000,Unknown
2006-03-31,750556,STI1,3204600,233167000,Unknown
2006-03-31,757011,USG1,6500000,617240000,Unknown
2006-03-31,78214,COP,17938100,1132791000,Energy
2006-03-31,80424,PG,100000000,5762999000,Consumer Defensive
2006-03-31,809697,UPS,1429200,113450000,Industrials
2006-03-31,820027,A4S,23922137,1077932000,Unknown
2006-03-31,833444,ADT2,10000000,268800000,Unknown
2006-03-31,836102,TT2,11062700,474147000,Unknown
2006-03-31,874691,OSI2,1818800,80027000,Unknown
2006-03-31,88204,SEE,737900,42702000,Consumer Cyclical
2006-03-31,922812,AXP,151610700,7967142000,Financial Services
2006-06-30,1017968,EDGW,3290000,22964000,Unknown
2006-06-30,1020882,IRM,5024700,187823000,Real Estate
2006-06-30,104169,WMT,19944300,960717000,Consumer Defensive
2006-06-30,104889,GHC,1727765,1347674000,Consumer Defensive
2006-06-30,1052045,SVM1,3998000,41299000,Unknown
2006-06-30,105598,WFC,95320800,6394119000,Financial Services
2006-06-30,105729,WSC1,5703087,2172876000,Unknown
2006-06-30,1059556,DUT,48000000,2614080000,Unknown
2006-06-30,1108329,PC6A,659000,71152000,Unknown
2006-06-30,1121404,SNY,488500,23790000,Healthcare
2006-06-30,1179484,CDCO,1523446,21145000,Unknown
2006-06-30,12659,HRB,11386500,271682000,Consumer Cyclical
2006-06-30,1393231,COST,5254000,306161000,Consumer Defensive
2006-06-30,21344,KO,200000000,8604001000,Consumer Defensive
2006-06-30,22301,CMCSA,11110200,364192000,Communication Services
2006-06-30,310569,BUD1,43528052,1984444000,Unknown
2006-06-30,320187,NKE,2474600,200443000,Consumer Cyclical
2006-06-30,320335,GL,2823879,171466000,Financial Services
2006-06-30,354950,HD,4181000,149638000,Consumer Cyclical
2006-06-30,36270,MTB,6708760,791096000,Financial Services
2006-06-30,39899,TGNA,3447600,192824000,Communication Services
2006-06-30,40545,GE,7777900,256360000,Industrials
2006-06-30,4962,AXP,10000000,450400000,Financial Services
2006-06-30,60667,LOW,390000,23661000,Consumer Cyclical
2006-06-30,750556,STI1,3204600,244383000,Unknown
2006-06-30,757011,USG1,6500000,474045000,Unknown
2006-06-30,78214,COP,17938100,1175484000,Energy
2006-06-30,80424,PG,100000000,5560000000,Consumer Defensive
2006-06-30,809697,UPS,1429200,117666000,Industrials
2006-06-30,820027,A4S,23922137,1068602000,Unknown
2006-06-30,833444,ADT2,10000000,275000000,Unknown
2006-06-30,836102,TT2,11062700,478683000,Unknown
2006-06-30,874691,OSI2,1818800,62930000,Unknown
2006-06-30,88204,SEE,677700,35295000,Consumer Cyclical
2006-06-30,922812,AXP,151610700,8068722000,Financial Services
2006-09-30,1017968,EDGW,3290000,24412000,Unknown
2006-09-30,1020882,IRM,6031900,259010000,Real Estate
2006-09-30,104169,WMT,19944300,983653000,Consumer Defensive
2006-09-30,104889,GHC,1727765,1273363000,Consumer Defensive
2006-09-30,1052045,SVM1,3998000,44818000,Unknown
2006-09-30,105598,WFC,190641600,6897413000,Financial Services
2006-09-30,105729,WSC1,5703087,2492249000,Unknown
2006-09-30,1059556,DUT,48000000,3138240000,Unknown
2006-09-30,1108329,PC6A,659000,70942000,Unknown
2006-09-30,1121404,SNY,488500,21724000,Healthcare
2006-09-30,1179484,CDCO,1523446,21145000,Unknown
2006-09-30,12659,HRB,10971000,238510000,Consumer Cyclical
2006-09-30,1365135,W3U,10000000,191300000,Unknown
2006-09-30,1393231,COST,5254000,261019000,Consumer Defensive
2006-09-30,200406,JNJ,24588800,1596797000,Healthcare
2006-09-30,21344,KO,200000000,8935999000,Consumer Defensive
2006-09-30,22301,CMCSA,11110200,408966000,Communication Services
2006-09-30,27419,DYH,745700,41200000,Unknown
2006-09-30,310569,BUD1,36417400,1730191000,Unknown
2006-09-30,320187,NKE,4000000,350480000,Consumer Cyclical
2006-09-30,320335,GL,2823879,178214000,Financial Services
2006-09-30,354950,HD,4181000,151645000,Consumer Cyclical
2006-09-30,36270,MTB,6708760,804782000,Financial Services
2006-09-30,39899,TGNA,3447600,195927000,Communication Services
2006-09-30,40545,GE,7777900,274560000,Industrials
2006-09-30,4962,AXP,10000000,228700000,Financial Services
2006-09-30,60667,LOW,7000000,196420000,Consumer Cyclical
2006-09-30,750556,STI1,3204600,247651000,Unknown
2006-09-30,757011,USG1,16700992,785615000,Unknown
2006-09-30,78214,COP,17938100,1067855000,Energy
2006-09-30,80424,PG,100000000,6197999000,Consumer Defensive
2006-09-30,809697,UPS,1429200,102817000,Industrials
2006-09-30,820027,A4S,19256537,903131000,Unknown
2006-09-30,833444,ADT2,10000000,279900000,Unknown
2006-09-30,836102,TT2,11062700,464301000,Unknown
2006-09-30,874691,OSI2,1818800,57674000,Unknown
2006-09-30,88204,SEE,677700,36677000,Consumer Cyclical
2006-09-30,922812,AXP,151610700,8502328000,Financial Services
2006-12-31,1017968,EDGW,1483400,8826000,Unknown
2006-12-31,1020882,IRM,6031900,249359000,Real Estate
2006-12-31,104169,WMT,19944300,921027000,Consumer Defensive
2006-12-31,104889,GHC,1727765,1288222000,Consumer Defensive
2006-12-31,1052045,SVM1,3998000,52414000,Unknown
2006-12-31,105598,WFC,204022100,7255026000,Financial Services
2006-12-31,105729,WSC1,5703087,2623420000,Unknown
2006-12-31,1059556,DUT,48000000,3314880000,Unknown
2006-12-31,1108329,PC6A,659000,92774000,Unknown
2006-12-31,1121404,SNY,488500,22554000,Healthcare
2006-12-31,1179484,CDCO,1523446,14457000,Unknown
2006-12-31,12659,HRB,4113400,94773000,Consumer Cyclical
2006-12-31,1365135,W3U,10000000,224200000,Unknown
2006-12-31,1393231,COST,5254000,277779000,Consumer Defensive
2006-12-31,1699150,IR,636600,24887000,Industrials
2006-12-31,200406,JNJ,24588800,1623352000,Healthcare
2006-12-31,21344,KO,200000000,9649999000,Consumer Defensive
2006-12-31,22301,CMCSA,8000000,335040000,Communication Services
2006-12-31,310569,BUD1,36417400,1791736000,Unknown
2006-12-31,320187,NKE,4000000,396120000,Consumer Cyclical
2006-12-31,320335,GL,2823879,180051000,Financial Services
2006-12-31,354950,HD,4181000,167909000,Consumer Cyclical
2006-12-31,36104,USB,23307300,843491000,Financial Services
2006-12-31,36270,MTB,6708760,819542000,Financial Services
2006-12-31,39899,TGNA,3447600,208442000,Communication Services
2006-12-31,40545,GE,7777900,289416000,Industrials
2006-12-31,4962,AXP,10000000,255200000,Financial Services
2006-12-31,60667,LOW,7000000,218050000,Consumer Cyclical
2006-12-31,731766,UNH,1021400,47615000,Healthcare
2006-12-31,750556,STI1,3204600,270628000,Unknown
2006-12-31,757011,USG1,17072192,935556000,Unknown
2006-12-31,78214,COP,17938100,1290646000,Energy
2006-12-31,80424,PG,100000000,6427001000,Consumer Defensive
2006-12-31,809697,UPS,1429200,107161000,Industrials
2006-12-31,820027,A4S,8270637,450749000,Unknown
2006-12-31,833444,ADT2,10000000,304000000,Unknown
2006-12-31,836102,TT2,11062700,507225000,Unknown
2006-12-31,922812,AXP,151610700,9198221000,Financial Services
2007-03-31,100885,UNP,10513100,1067605000,Industrials
2007-03-31,1017968,EDGW,1483400,10250000,Unknown
2007-03-31,1020882,IRM,9047850,236420000,Real Estate
2007-03-31,104169,WMT,19944300,936385000,Consumer Defensive
2007-03-31,104889,GHC,1727765,1319148000,Consumer Defensive
2007-03-31,1052045,SVM1,3998000,61529000,Unknown
2007-03-31,105598,WFC,232244700,7996185000,Financial Services
2007-03-31,105729,WSC1,5703087,2623420000,Unknown
2007-03-31,1059556,DUT,48000000,2978880000,Unknown
2007-03-31,1108329,PC6A,659000,77162000,Unknown
2007-03-31,1121404,SNY,828500,36048000,Healthcare
2007-03-31,1156039,ELV,979700,79454000,Healthcare
2007-03-31,1179484,CDCO,1523446,15234000,Unknown
2007-03-31,12659,HRB,1246800,26233000,Consumer Cyclical
2007-03-31,1365135,W3U,9868000,216603000,Unknown
2007-03-31,1393231,COST,5254000,282875000,Consumer Defensive
2007-03-31,1699150,IR,636600,27583000,Industrials
2007-03-31,200406,JNJ,48665600,2932589000,Healthcare
2007-03-31,21344,KO,200000000,9600001000,Consumer Defensive
2007-03-31,22301,CMCSA,12000000,305640000,Communication Services
2007-03-31,310569,BUD1,35563200,1794519000,Unknown
2007-03-31,315066,FNF,34647376,2786689000,Financial Services
2007-03-31,320187,NKE,4000000,425040000,Consumer Cyclical
2007-03-31,320335,GL,2823879,185219000,Financial Services
2007-03-31,354950,HD,4181000,153610000,Consumer Cyclical
2007-03-31,36104,USB,23307300,815056000,Financial Services
2007-03-31,36270,MTB,6708760,777075000,Financial Services
2007-03-31,39899,TGNA,3447600,194065000,Communication Services
2007-03-31,40545,GE,7777900,275027000,Industrials
2007-03-31,4962,AXP,10000000,269000000,Financial Services
2007-03-31,60667,LOW,7000000,220430000,Consumer Cyclical
2007-03-31,702165,NSC,6362800,321958000,Industrials
2007-03-31,731766,UNH,1021400,54104000,Healthcare
2007-03-31,750556,STI1,3204600,266110000,Unknown
2007-03-31,757011,USG1,17072192,796930000,Unknown
2007-03-31,78214,COP,17938100,1226069000,Energy
2007-03-31,80424,PG,100000000,6316000000,Consumer Defensive
2007-03-31,809697,UPS,1429200,100187000,Industrials
2007-03-31,820027,A4S,4281462,244644000,Unknown
2007-03-31,833444,ADT2,10000000,315500000,Unknown
2007-03-31,836102,TT2,11062700,586544000,Unknown
