filedFor,ticker,value,industry
2016-12-31,MTB,841913000,Financial Services
2016-12-31,PG,26519000,Consumer Defensive
2016-12-31,PSX,6972414000,Energy
2016-12-31,QSR,402166000,Consumer Cyclical
2016-12-31,SIRI,741547000,Communication Services
2016-12-31,TFCFA,251011000,Unknown
2016-12-31,UAL,2109975000,Industrials
2016-12-31,UPS,6810000,Industrials
2016-12-31,USB,4369696000,Financial Services
2016-12-31,USG,1126378000,Unknown
2016-12-31,V,824083000,Financial Services
2016-12-31,VRSK,126904000,Industrials
2016-12-31,VRSN,985315000,Technology
2016-12-31,VZ,50000,Communication Services
2016-12-31,WBC,357555000,Unknown
2016-12-31,WFC,26436503000,Financial Services
2016-12-31,WMT,96320000,Consumer Defensive
2017-03-31,AAL,2084496000,Industrials
2017-03-31,AAPL,18583441000,Technology
2017-03-31,AXP,11993921000,Financial Services
2017-03-31,AXTA,751033000,Basic Materials
2017-03-31,BK,1559160000,Financial Services
2017-03-31,CHTR,3091043000,Communication Services
2017-03-31,COST,726662000,Consumer Defensive
2017-03-31,DAL,2528995000,Industrials
2017-03-31,DVA,2621301000,Healthcare
2017-03-31,GE,315448000,Industrials
2017-03-31,GHC,64496000,Consumer Defensive
2017-03-31,GL,489492000,Financial Services
2017-03-31,GM,1768001000,Consumer Cyclical
2017-03-31,GS,2517620000,Financial Services
2017-03-31,IBM,11242819000,Technology
2017-03-31,JNJ,40740000,Healthcare
2017-03-31,KHC,29570898000,Consumer Defensive
2017-03-31,KO,16976000000,Consumer Defensive
2017-03-31,LBTYA,723889000,Communication Services
2017-03-31,LBTYK,257438000,Communication Services
2017-03-31,LILA,60378000,Communication Services
2017-03-31,LILAK,29584000,Communication Services
2017-03-31,LSXMA,398845000,Unknown
2017-03-31,LSXMK,865070000,Unknown
2017-03-31,LUV,2562172000,Industrials
2017-03-31,MA,555012000,Financial Services
2017-03-31,MCO,2764002000,Financial Services
2017-03-31,MDLZ,24900000,Consumer Defensive
2017-03-31,MON2,910330000,Unknown
2017-03-31,MTB,832764000,Financial Services
2017-03-31,PG,28339000,Consumer Defensive
2017-03-31,PSX,6392254000,Energy
2017-03-31,QSR,470347000,Consumer Cyclical
2017-03-31,SIRI,887476000,Communication Services
2017-03-31,UAL,2045124000,Industrials
2017-03-31,UPS,6374000,Industrials
2017-03-31,USB,4380754000,Financial Services
2017-03-31,USG,1240264000,Unknown
2017-03-31,V,938686000,Financial Services
2017-03-31,VRSK,126857000,Industrials
2017-03-31,VRSN,1128313000,Technology
2017-03-31,VZ,45000,Communication Services
2017-03-31,WBC,341522000,Unknown
2017-03-31,WFC,26700340000,Financial Services
2017-03-31,WMT,100445000,Consumer Defensive
2017-06-30,AAL,2365039000,Industrials
2017-06-30,AAPL,18750246000,Technology
2017-06-30,AXP,12771685000,Financial Services
2017-06-30,AXTA,747301000,Basic Materials
2017-06-30,BK,2562715000,Financial Services
2017-06-30,CHTR,3181040000,Communication Services
2017-06-30,COST,693035000,Consumer Defensive
2017-06-30,DAL,2854152000,Industrials
2017-06-30,DVA,2497506000,Healthcare
2017-06-30,GHC,64507000,Consumer Defensive
2017-06-30,GL,486059000,Financial Services
2017-06-30,GM,2095800000,Consumer Cyclical
2017-06-30,GS,2431917000,Financial Services
2017-06-30,IBM,8319845000,Technology
2017-06-30,JNJ,43272000,Healthcare
2017-06-30,KHC,27887366000,Consumer Defensive
2017-06-30,KO,17939999000,Consumer Defensive
2017-06-30,LBTYA,648210000,Communication Services
2017-06-30,LBTYK,229078000,Communication Services
2017-06-30,LILA,59102000,Communication Services
2017-06-30,LILAK,27491000,Communication Services
2017-06-30,LSXMA,623838000,Unknown
2017-06-30,LSXMK,1296494000,Unknown
2017-06-30,LUV,2961559000,Industrials
2017-06-30,MA,599326000,Financial Services
2017-06-30,MCO,3001819000,Financial Services
2017-06-30,MDLZ,24964000,Consumer Defensive
2017-06-30,MON2,951826000,Unknown
2017-06-30,MTB,871622000,Financial Services
2017-06-30,PG,27487000,Consumer Defensive
2017-06-30,PSX,6672247000,Energy
2017-06-30,QSR,527727000,Consumer Cyclical
2017-06-30,SIRI,754399000,Communication Services
2017-06-30,STOR,418057000,Unknown
2017-06-30,SYF,520747000,Financial Services
2017-06-30,UAL,2122920000,Industrials
2017-06-30,UPS,6569000,Industrials
2017-06-30,USB,4416478000,Financial Services
2017-06-30,USG,1131838000,Unknown
2017-06-30,V,990547000,Financial Services
2017-06-30,VRSK,131907000,Industrials
2017-06-30,VRSN,1204088000,Technology
2017-06-30,VZ,41000,Communication Services
2017-06-30,WBC,8058000,Unknown
2017-06-30,WFC,25931175000,Financial Services
2017-06-30,WMT,105461000,Consumer Defensive
2017-09-30,AAL,2232031000,Industrials
2017-09-30,AAPL,20666379000,Technology
2017-09-30,AXP,13714704000,Financial Services
2017-09-30,AXTA,674530000,Basic Materials
2017-09-30,BAC,17205859000,Financial Services
2017-09-30,BK,2663173000,Financial Services
2017-09-30,CHTR,3085214000,Communication Services
2017-09-30,COST,711928000,Consumer Defensive
2017-09-30,DAL,2560983000,Industrials
2017-09-30,DVA,2290410000,Healthcare
2017-09-30,GHC,62942000,Consumer Defensive
2017-09-30,GL,508871000,Financial Services
2017-09-30,GM,2422799000,Consumer Cyclical
2017-09-30,GS,2599488000,Financial Services
2017-09-30,IBM,5371833000,Technology
2017-09-30,JNJ,42526000,Healthcare
2017-09-30,KHC,25252980000,Consumer Defensive
2017-09-30,KO,18004001000,Consumer Defensive
2017-09-30,LBTYA,684334000,Communication Services
2017-09-30,LBTYK,240246000,Communication Services
2017-09-30,LILA,64505000,Communication Services
2017-09-30,LILAK,29918000,Communication Services
2017-09-30,LSXMA,622649000,Unknown
2017-09-30,LSXMK,1301779000,Unknown
2017-09-30,LUV,2667976000,Industrials
2017-09-30,MA,696788000,Financial Services
2017-09-30,MCO,3434280000,Financial Services
2017-09-30,MDLZ,23501000,Consumer Defensive
2017-09-30,MON2,1063219000,Unknown
2017-09-30,MTB,866724000,Financial Services
2017-09-30,PG,28695000,Consumer Defensive
2017-09-30,PSX,7392000000,Energy
2017-09-30,QSR,539034000,Consumer Cyclical
2017-09-30,SIRI,761295000,Communication Services
2017-09-30,STOR,463121000,Unknown
2017-09-30,SYF,645933000,Financial Services
2017-09-30,UAL,1717519000,Industrials
2017-09-30,UPS,7133000,Industrials
2017-09-30,USB,4558535000,Financial Services
2017-09-30,USG,1273416000,Unknown
2017-09-30,V,1111593000,Financial Services
2017-09-30,VRSK,130062000,Industrials
2017-09-30,VRSN,1378042000,Technology
2017-09-30,VZ,46000,Communication Services
2017-09-30,WFC,25602410000,Financial Services
2017-09-30,WMT,108889000,Consumer Defensive
2017-12-31,AAL,2393379000,Industrials
2017-12-31,AAPL,27979467000,Technology
2017-12-31,AXP,15056458000,Financial Services
2017-12-31,AXTA,754765000,Basic Materials
2017-12-31,BAC,20044080000,Financial Services
2017-12-31,BK,3275697000,Financial Services
2017-12-31,CHTR,2852096000,Communication Services
2017-12-31,COST,806526000,Consumer Defensive
2017-12-31,DAL,2974182000,Industrials
2017-12-31,DVA,2786362000,Healthcare
2017-12-31,GHC,60065000,Consumer Defensive
2017-12-31,GL,576346000,Financial Services
2017-12-31,GM,2049500000,Consumer Cyclical
2017-12-31,GS,2792047000,Financial Services
2017-12-31,IBM,314211000,Technology
2017-12-31,JNJ,45702000,Healthcare
2017-12-31,KHC,25321363000,Consumer Defensive
2017-12-31,KO,18352001000,Consumer Defensive
2017-12-31,LBTYA,723283000,Communication Services
2017-12-31,LBTYK,248621000,Communication Services
2017-12-31,LILA,54704000,Communication Services
2017-12-31,LILAK,25539000,Communication Services
2017-12-31,LSXMA,589362000,Unknown
2017-12-31,LSXMK,1233068000,Unknown
2017-12-31,LUV,3119312000,Industrials
2017-12-31,MA,746925000,Financial Services
2017-12-31,MCO,3641506000,Financial Services
2017-12-31,MDLZ,24738000,Consumer Defensive
2017-12-31,MON2,1367348000,Unknown
2017-12-31,MTB,920275000,Financial Services
2017-12-31,PG,28979000,Consumer Defensive
2017-12-31,PSX,8161782000,Energy
2017-12-31,QSR,518782000,Consumer Cyclical
2017-12-31,SIRI,739228000,Communication Services
2017-12-31,STOR,484908000,Unknown
2017-12-31,SYF,803203000,Financial Services
2017-12-31,TEVA,357695000,Healthcare
2017-12-31,UAL,1901459000,Industrials
2017-12-31,UPS,7078000,Industrials
2017-12-31,USB,4664615000,Financial Services
2017-12-31,USG,1503918000,Unknown
2017-12-31,V,1204332000,Financial Services
2017-12-31,VRSK,150090000,Industrials
2017-12-31,VRSN,1482312000,Technology
2017-12-31,VZ,49000,Communication Services
2017-12-31,WFC,27800952000,Financial Services
2017-12-31,WMT,137610000,Consumer Defensive
2018-03-31,AAL,2390159000,Industrials
2018-03-31,AAPL,40194658000,Technology
2018-03-31,AXP,14142245000,Financial Services
2018-03-31,AXTA,704152000,Basic Materials
2018-03-31,BAC,20363209000,Financial Services
2018-03-31,BK,3204724000,Financial Services
2018-03-31,CHTR,2559122000,Communication Services
2018-03-31,COST,816536000,Consumer Defensive
2018-03-31,DAL,2937781000,Industrials
2018-03-31,DVA,2543014000,Healthcare
2018-03-31,GL,534794000,Financial Services
2018-03-31,GM,1816999000,Consumer Cyclical
2018-03-31,GS,2760264000,Financial Services
2018-03-31,JNJ,41918000,Healthcare
2018-03-31,KHC,20283793000,Consumer Defensive
2018-03-31,KO,17371999000,Consumer Defensive
2018-03-31,LBTYA,570042000,Communication Services
2018-03-31,LBTYK,223568000,Communication Services
2018-03-31,LILA,52804000,Communication Services
2018-03-31,LILAK,24512000,Communication Services
2018-03-31,LSXMA,610761000,Unknown
2018-03-31,LSXMK,1270067000,Unknown
2018-03-31,LUV,2729934000,Industrials
2018-03-31,MA,864372000,Financial Services
2018-03-31,MCO,3979236000,Financial Services
2018-03-31,MDLZ,24120000,Consumer Defensive
2018-03-31,MON2,2213625000,Unknown
2018-03-31,MTB,992234000,Financial Services
2018-03-31,PG,25005000,Consumer Defensive
2018-03-31,PSX,4382575000,Energy
2018-03-31,QSR,480304000,Consumer Cyclical
